series,episode,baker,technical,result,signature_bake,show_stopper,last_name,baker_age,baker_occupation,hometown
3,3,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,4,Cathryn,3,IN,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue",Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,4,Danny,2,IN,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",Bryden,45,Intensive care consultant,Sheffield
3,4,James,5,IN,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,4,John,6,IN,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,Whaite,22,Law student,Wigan
3,4,Manisha,9,IN,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,Parmar,27,Nursery nurse,Leicester
3,4,Ryan,7,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",Chong,38,Photographer,Bristol
3,4,Sarah-Jane,4,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,4,Stuart,8,OUT,Black Forest Torte,Choca Blocka Mocha Meringue,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,4,Brendan,1,STAR BAKER,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise",Lynch,63,Recruitment consultant,Sutton Coldfield
3,4,Natasha,NA,NA,NA,NA,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,4,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,4,Victoria,NA,NA,NA,NA,Chester,50,CEO of the charity Plantlife,Somerset
3,5,Brendan,3,IN,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie,Lynch,63,Recruitment consultant,Sutton Coldfield
3,5,Cathryn,1,IN,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,5,Danny,7,IN,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie,Bryden,45,Intensive care consultant,Sheffield
3,5,James,6,IN,Four Pig Wellington,Sweet Potato Pie,Morton,21,Medical student,"Hillswick, Shetland Islands"
3,5,John,2,IN,Venison and Haggis Wellington,Star-Spangled Pecan Pie,Whaite,22,Law student,Wigan
3,5,Sarah-Jane,4,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,5,Manisha,5,OUT,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,Parmar,27,Nursery nurse,Leicester
3,5,Ryan,8,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie,Chong,38,Photographer,Bristol
3,5,Natasha,NA,NA,NA,NA,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,5,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,5,Stuart,NA,NA,NA,NA,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,5,Victoria,NA,NA,NA,NA,Chester,50,CEO of the charity Plantlife,Somerset
3,6,Cathryn,3,IN,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,6,Danny,2,IN,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel",Bryden,45,Intensive care consultant,Sheffield
3,6,James,7,IN,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,6,John,5,IN,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,Whaite,22,Law student,Wigan
3,6,Ryan,6,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",Chong,38,Photographer,Bristol
3,6,Sarah-Jane,4,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,6,Brendan,1,STAR BAKER,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel",Lynch,63,Recruitment consultant,Sutton Coldfield
3,6,Manisha,NA,NA,NA,NA,Parmar,27,Nursery nurse,Leicester
3,6,Natasha,NA,NA,NA,NA,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,6,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,6,Stuart,NA,NA,NA,NA,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,6,Victoria,NA,NA,NA,NA,Chester,50,CEO of the charity Plantlife,Somerset
3,7,Brendan,4,IN,Chelsea Bunskis,Black Forest Christmas Stollen,Lynch,63,Recruitment consultant,Sutton Coldfield
3,7,Cathryn,5,IN,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,7,James,1,IN,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,Morton,21,Medical student,"Hillswick, Shetland Islands"
3,7,John,3,IN,Cherry and Almond Saffron Buns,Marzipan Stollen,Whaite,22,Law student,Wigan
3,7,Ryan,6,OUT,Lardy Cakes,Char Siu Bao,Chong,38,Photographer,Bristol
3,7,Sarah-Jane,7,OUT,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,7,Danny,2,STAR BAKER,Bakewell Chelsea Buns,European Christmas Wreath,Bryden,45,Intensive care consultant,Sheffield
3,7,Manisha,NA,NA,NA,NA,Parmar,27,Nursery nurse,Leicester
3,7,Natasha,NA,NA,NA,NA,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,7,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,7,Stuart,NA,NA,NA,NA,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,7,Victoria,NA,NA,NA,NA,Chester,50,CEO of the charity Plantlife,Somerset
3,8,Brendan,2,IN,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House,Lynch,63,Recruitment consultant,Sutton Coldfield
3,8,Danny,4,IN,Spiced Almond Drinks Crackers,Gingerbread Big Ben,Bryden,45,Intensive care consultant,Sheffield
3,8,John,3,IN,Asian Spice Crackers,Gingerbread Roman Coliseum,Whaite,22,Law student,Wigan
3,8,Cathryn,5,OUT,Cheese and Pickle Crackers,Gingerbread Buckingham Palace,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,8,James,1,STAR BAKER,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,Morton,21,Medical student,"Hillswick, Shetland Islands"
3,8,Manisha,NA,NA,NA,NA,Parmar,27,Nursery nurse,Leicester
3,8,Natasha,NA,NA,NA,NA,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,8,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,8,Ryan,NA,NA,NA,NA,Chong,38,Photographer,Bristol
3,8,Sarah-Jane,NA,NA,NA,NA,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,8,Stuart,NA,NA,NA,NA,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,8,Victoria,NA,NA,NA,NA,Chester,50,CEO of the charity Plantlife,Somerset
3,9,Brendan,3,IN,Coffee Meringue and Hazelnut CreamsApricot and Pistachio FriandsLime Curd Choux Pastry Cygnets,Gateau St. Honoré,Lynch,63,Recruitment consultant,Sutton Coldfield
3,9,John,2,IN,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,Whaite,22,Law student,Wigan
3,9,Danny,4,OUT,Blackberry and Peppermint MacaroonsMiniature Raspberry and Basil FinanciersOrange and White Chocolate Langues de Chat,Rosewater and Lychee St. Honoré,Bryden,45,Intensive care consultant,Sheffield
3,9,James,1,STAR BAKER,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",Morton,21,Medical student,"Hillswick, Shetland Islands"
3,9,Cathryn,NA,NA,NA,NA,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,9,Manisha,NA,NA,NA,NA,Parmar,27,Nursery nurse,Leicester
3,9,Natasha,NA,NA,NA,NA,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,9,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,9,Ryan,NA,NA,NA,NA,Chong,38,Photographer,Bristol
3,9,Sarah-Jane,NA,NA,NA,NA,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,9,Stuart,NA,NA,NA,NA,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,9,Victoria,NA,NA,NA,NA,Chester,50,CEO of the charity Plantlife,Somerset
3,10,Brendan,2,Runner-up,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,Lynch,63,Recruitment consultant,Sutton Coldfield
3,10,James,1,Runner-up,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,Morton,21,Medical student,"Hillswick, Shetland Islands"
3,10,John,2,WINNER,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,Whaite,22,Law student,Wigan
3,10,Cathryn,NA,NA,NA,NA,Dresser,27,Shop assistant,"Pease Pottage, West Sussex"
3,10,Danny,NA,NA,NA,NA,Bryden,45,Intensive care consultant,Sheffield
3,10,Manisha,NA,NA,NA,NA,Parmar,27,Nursery nurse,Leicester
3,10,Natasha,NA,NA,NA,NA,Stringer,36,Midwife,"Tamworth, Staffordshire"
3,10,Peter,NA,NA,NA,NA,Maloney,43,Sales manager,"Windsor, Berkshire"
3,10,Ryan,NA,NA,NA,NA,Chong,38,Photographer,Bristol
3,10,Sarah-Jane,NA,NA,NA,NA,Willis,28,Vicar's wife,"Bewbush, West Sussex"
3,10,Stuart,NA,NA,NA,NA,Marston-Smith,26,PE teacher,"Lichfield, Staffordshire"
3,10,Victoria,NA,NA,NA,NA,Chester,50,CEO of the charity Plantlife,Somerset
4,1,Ali,11,IN,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",Imdad,25,Charity worker,"Saltley, Birmingham"
4,1,Beca,8,IN,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,1,Christine,3,IN,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,1,Deborah,9,IN,Pineapple Cake,'Coffee Time',Manger,51,Dentist,Peterborough
4,1,Frances,7,IN,Giant Jam Sandwich,Secret Squirrel Cake,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,1,Glenn,4,IN,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake,Cosby,37,English Teacher,"Teignmouth, Devon"
4,1,Howard,6,IN,Passion Fruit and Coconut Cake,Black Forest Revisited,Middleton,51,Council Worker,Sheffield
4,1,Kimberley,10,IN,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",Wilson,30,Psychologist,London
4,1,Lucy,2,IN,Timperley Early Cake,Thyme 'Wildwood' Cake,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,1,Mark,5,IN,Lemon and Poppy Seed Cake,Chocolate Monster,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,1,Ruby,12,IN,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,1,Toby,13,OUT,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,1,Robert,1,STAR BAKER,Pecan and Apple Cake,Raspberry Chocolate Cake,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,2,Ali,9,IN,Italian Grissini,Sweet and Savoury Yin Yang Bread,Imdad,25,Charity worker,"Saltley, Birmingham"
4,2,Beca,11,IN,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,2,Christine,4,IN,Mediterranean Breadsticks with Oregano,Double Plaited Loaf,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,2,Deborah,8,IN,Fennel & Chilli Breadsticks,Walnut Fleur Loaf,Manger,51,Dentist,Peterborough
4,2,Frances,2,IN,Giant Matchsticks,Sailor's Knot,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,2,Glenn,7,IN,Rosemary and Parmesan Grissini,Harvest Crown,Cosby,37,English Teacher,"Teignmouth, Devon"
4,2,Howard,10,IN,Moroccan Breadsticks,Picasso Sun Bread,Middleton,51,Council Worker,Sheffield
4,2,Kimberley,1,IN,Nigella Seed and Parmesan Breadsticks,Peace Bread,Wilson,30,Psychologist,London
4,2,Mark,6,IN,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,2,Robert,5,IN,Twisty Rye Bread Sticks,Tribute Loaf,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,2,Lucy,12,OUT,Grissini with Salt,Roast Tomato Bread,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,2,Ruby,3,STAR BAKER,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,2,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,3,Ali,5,IN,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,Imdad,25,Charity worker,"Saltley, Birmingham"
4,3,Beca,10,IN,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,3,Frances,8,IN,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,3,Glenn,1,IN,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers,Cosby,37,English Teacher,"Teignmouth, Devon"
4,3,Howard,7,IN,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,Middleton,51,Council Worker,Sheffield
4,3,Kimberley,6,IN,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,Wilson,30,Psychologist,London
4,3,Robert,2,IN,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,3,Ruby,3,IN,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,3,Deborah,9,OUT,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies,Manger,51,Dentist,Peterborough
4,3,Mark,11,OUT,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,3,Christine,4,STAR BAKER,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,3,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,3,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,4,Beca,2,IN,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,4,Christine,7,IN,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,4,Frances,1,IN,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,4,Glenn,9,IN,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese),Cosby,37,English Teacher,"Teignmouth, Devon"
4,4,Howard,5,IN,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan,Middleton,51,Council Worker,Sheffield
4,4,Robert,3,IN,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,4,Ruby,6,IN,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,4,Ali,8,OUT,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",Imdad,25,Charity worker,"Saltley, Birmingham"
4,4,Kimberley,4,STAR BAKER,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",Wilson,30,Psychologist,London
4,4,Deborah,NA,NA,NA,NA,Manger,51,Dentist,Peterborough
4,4,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,4,Mark,NA,NA,NA,NA,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,4,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,5,Beca,5,IN,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,5,Frances,3,IN,Millionaire Banoffee Bonus,Biscuit Buttons and Beads,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,5,Glenn,2,IN,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter,Cosby,37,English Teacher,"Teignmouth, Devon"
4,5,Howard,8,IN,Breakfast Traybake,Japanese Pagoda Tea Tower,Middleton,51,Council Worker,Sheffield
4,5,Kimberley,7,IN,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,Wilson,30,Psychologist,London
4,5,Ruby,6,IN,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,5,Robert,4,OUT,Blueberry & Orange Traybake,Dalek,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,5,Christine,1,STAR BAKER,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,5,Ali,NA,NA,NA,NA,Imdad,25,Charity worker,"Saltley, Birmingham"
4,5,Deborah,NA,NA,NA,NA,Manger,51,Dentist,Peterborough
4,5,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,5,Mark,NA,NA,NA,NA,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,5,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,6,Beca,6,IN,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,6,Christine,4,IN,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,6,Frances,2,IN,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,6,Glenn,5,IN,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen,Cosby,37,English Teacher,"Teignmouth, Devon"
4,6,Kimberley,3,IN,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,Wilson,30,Psychologist,London
4,6,Howard,7,OUT,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken,Middleton,51,Council Worker,Sheffield
4,6,Ruby,1,STAR BAKER,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,6,Ali,NA,NA,NA,NA,Imdad,25,Charity worker,"Saltley, Birmingham"
4,6,Deborah,NA,NA,NA,NA,Manger,51,Dentist,Peterborough
4,6,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,6,Mark,NA,NA,NA,NA,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,6,Robert,NA,NA,NA,NA,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,6,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,7,Beca,1,IN,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,7,Christine,6,IN,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,7,Kimberley,4,IN,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",Wilson,30,Psychologist,London
4,7,Ruby,2,IN,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,7,Glenn,3,OUT,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,Cosby,37,English Teacher,"Teignmouth, Devon"
4,7,Frances,5,STAR BAKER,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,7,Ali,NA,NA,NA,NA,Imdad,25,Charity worker,"Saltley, Birmingham"
4,7,Deborah,NA,NA,NA,NA,Manger,51,Dentist,Peterborough
4,7,Howard,NA,NA,NA,NA,Middleton,51,Council Worker,Sheffield
4,7,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,7,Mark,NA,NA,NA,NA,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,7,Robert,NA,NA,NA,NA,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,7,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,8,Beca,4,IN,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,8,Frances,3,IN,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,8,Kimberley,2,IN,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,Wilson,30,Psychologist,London
4,8,Christine,5,OUT,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,8,Ruby,1,STAR BAKER,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,8,Ali,NA,NA,NA,NA,Imdad,25,Charity worker,"Saltley, Birmingham"
4,8,Deborah,NA,NA,NA,NA,Manger,51,Dentist,Peterborough
4,8,Glenn,NA,NA,NA,NA,Cosby,37,English Teacher,"Teignmouth, Devon"
4,8,Howard,NA,NA,NA,NA,Middleton,51,Council Worker,Sheffield
4,8,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,8,Mark,NA,NA,NA,NA,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,8,Robert,NA,NA,NA,NA,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,8,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,9,Frances,2,IN,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,9,Ruby,4,IN,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,9,Beca,3,OUT,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,9,Kimberley,1,STAR BAKER,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,Wilson,30,Psychologist,London
4,9,Ali,NA,NA,NA,NA,Imdad,25,Charity worker,"Saltley, Birmingham"
4,9,Christine,NA,NA,NA,NA,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
4,9,Deborah,NA,NA,NA,NA,Manger,51,Dentist,Peterborough
4,9,Glenn,NA,NA,NA,NA,Cosby,37,English Teacher,"Teignmouth, Devon"
4,9,Howard,NA,NA,NA,NA,Middleton,51,Council Worker,Sheffield
4,9,Lucy,NA,NA,NA,NA,Bellamy,38,Horticulturist,"Grimsby, Lincolnshire"
4,9,Mark,NA,NA,NA,NA,Onley,37,Carpenter and Kitchen Fitter,Milton Keynes
4,9,Robert,NA,NA,NA,NA,Smart,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,9,Toby,NA,NA,NA,NA,Waterworth,30,Web Programmer,"Reading, Berkshire"
4,10,Kimberley,1,Runner-up,Chicken and Pig Pie,Languages of Love Wedding Cake,Wilson,30,Psychologist,London
4,10,Ruby,2,Runner-up,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",Tandoh,20,History of Art and Philosophy Student,"Southend, Essex"
4,10,Frances,3,WINNER,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake,Quinn,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,10,Ali,NA,NA,NA,NA,Imdad,25,Charity worker,"Saltley, Birmingham"
4,10,Beca,NA,NA,NA,NA,Lyne-Pirkis,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,10,Christine,NA,NA,NA,NA,Wallace,66,Director of an engraving company,"Didcot, Oxfordshire"
